path	method	overload_ordinal	planned_owner	disposition
dev/src/semantic/constants/scalar_evaluator.cpp	BuildConstexprObjectElement	1	dev/src/semantic/constants/scalar_evaluator.cpp	keep
dev/src/semantic/constants/scalar_evaluator.cpp	ConstexprClassMemberAt	1	dev/src/semantic/constants/scalar_evaluator.cpp	keep
dev/src/semantic/constants/scalar_evaluator.cpp	ConstexprConstructorPlan	1	dev/src/semantic/constants/scalar_evaluator.cpp	keep
dev/src/semantic/constants/scalar_evaluator.cpp	ConstexprObjectElementAt	1	dev/src/semantic/constants/scalar_evaluator.cpp	keep
dev/src/semantic/constants/scalar_evaluator.cpp	ConsumeConstexprStep	1	dev/src/semantic/constants/scalar_evaluator.cpp	keep
dev/src/semantic/constants/scalar_evaluator.cpp	ConvertScalarConstant	1	dev/src/semantic/constants/scalar_evaluator.cpp	keep
dev/src/semantic/constants/scalar_evaluator.cpp	DemandStaticConstantInitializerDependencies	1	dev/src/semantic/constants/scalar_evaluator.cpp	keep
dev/src/semantic/constants/scalar_evaluator.cpp	EvaluateConstexprCompound	1	dev/src/semantic/constants/scalar_evaluator.cpp	keep
dev/src/semantic/constants/scalar_evaluator.cpp	EvaluateConstexprCondition	1	dev/src/semantic/constants/scalar_evaluator.cpp	keep
dev/src/semantic/constants/scalar_evaluator.cpp	EvaluateConstexprConstructorInitializers	1	dev/src/semantic/constants/scalar_evaluator.cpp	keep
dev/src/semantic/constants/scalar_evaluator.cpp	EvaluateConstexprDeclaration	1	dev/src/semantic/constants/scalar_evaluator.cpp	keep
dev/src/semantic/constants/scalar_evaluator.cpp	EvaluateConstexprStatement	1	dev/src/semantic/constants/scalar_evaluator.cpp	keep
dev/src/semantic/constants/scalar_evaluator.cpp	ExpressionCompleteObject	1	dev/src/semantic/constants/scalar_evaluator.cpp	keep
dev/src/semantic/constants/scalar_evaluator.cpp	ExpressionObject	1	dev/src/semantic/constants/scalar_evaluator.cpp	keep
dev/src/semantic/constants/scalar_evaluator.cpp	ExpressionScalar	1	dev/src/semantic/constants/scalar_evaluator.cpp	keep
dev/src/semantic/constants/scalar_evaluator.cpp	FinalizeVariableInitializer	1	dev/src/semantic/constants/scalar_evaluator.cpp	keep
dev/src/semantic/constants/scalar_evaluator.cpp	FindConstexprLocal	1	dev/src/semantic/constants/scalar_evaluator.cpp	keep
dev/src/semantic/constants/scalar_evaluator.cpp	FindConstexprPack	1	dev/src/semantic/constants/scalar_evaluator.cpp	keep
dev/src/semantic/constants/scalar_evaluator.cpp	FindConstexprTypeAlias	1	dev/src/semantic/constants/scalar_evaluator.cpp	keep
dev/src/semantic/constants/scalar_evaluator.cpp	FindConstexprUsingNamespaces	1	dev/src/semantic/constants/scalar_evaluator.cpp	keep
dev/src/semantic/constants/scalar_evaluator.cpp	HasConstantInitializerFact	1	dev/src/semantic/constants/scalar_evaluator.cpp	keep
dev/src/semantic/constants/scalar_evaluator.cpp	InheritVariableRedeclarationFacts	1	dev/src/semantic/constants/scalar_evaluator.cpp	keep
dev/src/semantic/constants/scalar_evaluator.cpp	InternConstexprObject	1	dev/src/semantic/constants/scalar_evaluator.cpp	keep
dev/src/semantic/constants/scalar_evaluator.cpp	InternScalar	1	dev/src/semantic/constants/scalar_evaluator.cpp	keep
dev/src/semantic/constants/scalar_evaluator.cpp	MaterializeConstexprObject	1	dev/src/semantic/constants/scalar_evaluator.cpp	keep
dev/src/semantic/constants/scalar_evaluator.cpp	MaterializeConstexprObjectElement	1	dev/src/semantic/constants/scalar_evaluator.cpp	keep
dev/src/semantic/constants/scalar_evaluator.cpp	NormalizeScalarConstant	1	dev/src/semantic/constants/scalar_evaluator.cpp	keep
dev/src/semantic/constants/scalar_evaluator.cpp	PlanConstexprConstructorInitializers	1	dev/src/semantic/constants/scalar_evaluator.cpp	keep
dev/src/semantic/constants/scalar_evaluator.cpp	PopConstexprBlock	1	dev/src/semantic/constants/scalar_evaluator.cpp	keep
dev/src/semantic/constants/scalar_evaluator.cpp	ProjectConstexprObject	1	dev/src/semantic/constants/scalar_evaluator.cpp	keep
dev/src/semantic/constants/scalar_evaluator.cpp	PublishBindingConstant	1	dev/src/semantic/constants/scalar_evaluator.cpp	keep
dev/src/semantic/constants/scalar_evaluator.cpp	PublishBindingObject	1	dev/src/semantic/constants/scalar_evaluator.cpp	keep
dev/src/semantic/constants/scalar_evaluator.cpp	PublishBindingScalar	1	dev/src/semantic/constants/scalar_evaluator.cpp	keep
dev/src/semantic/constants/scalar_evaluator.cpp	PublishCanonicalBindingConstant	1	dev/src/semantic/constants/scalar_evaluator.cpp	keep
dev/src/semantic/constants/scalar_evaluator.cpp	PublishConstantVariableInitializer	1	dev/src/semantic/constants/scalar_evaluator.cpp	keep
dev/src/semantic/constants/scalar_evaluator.cpp	PublishDumpObject	1	dev/src/semantic/constants/scalar_evaluator.cpp	keep
dev/src/semantic/constants/scalar_evaluator.cpp	PublishStaticConstantEvaluationStats	1	dev/src/semantic/constants/scalar_evaluator.cpp	keep
dev/src/semantic/constants/scalar_evaluator.cpp	PushConstexprBlock	1	dev/src/semantic/constants/scalar_evaluator.cpp	keep
dev/src/semantic/constants/scalar_evaluator.cpp	RecordStaticConstantInitializer	1	dev/src/semantic/constants/scalar_evaluator.cpp	keep
dev/src/semantic/constants/scalar_evaluator.cpp	ReleaseConstexprLocals	1	dev/src/semantic/constants/scalar_evaluator.cpp	keep
dev/src/semantic/constants/scalar_evaluator.cpp	ReleaseConstexprScopeFacts	1	dev/src/semantic/constants/scalar_evaluator.cpp	keep
dev/src/semantic/constants/scalar_evaluator.cpp	ReleaseConstexprScratch	1	dev/src/semantic/constants/scalar_evaluator.cpp	keep
dev/src/semantic/constants/scalar_evaluator.cpp	ScalarTruth	1	dev/src/semantic/constants/scalar_evaluator.cpp	keep
dev/src/semantic/constants/scalar_evaluator.cpp	SetExpressionBindingConstant	1	dev/src/semantic/constants/scalar_evaluator.cpp	keep
dev/src/semantic/constants/scalar_evaluator.cpp	SetExpressionDumpObject	1	dev/src/semantic/constants/scalar_evaluator.cpp	keep
dev/src/semantic/constants/scalar_evaluator.cpp	SetExpressionObject	1	dev/src/semantic/constants/scalar_evaluator.cpp	keep
dev/src/semantic/constants/scalar_evaluator.cpp	SetExpressionObjectElement	1	dev/src/semantic/constants/scalar_evaluator.cpp	keep
dev/src/semantic/constants/scalar_evaluator.cpp	SetExpressionScalar	1	dev/src/semantic/constants/scalar_evaluator.cpp	keep
dev/src/semantic/constants/scalar_evaluator.cpp	SetExpressionSubobject	1	dev/src/semantic/constants/scalar_evaluator.cpp	keep
dev/src/semantic/constants/scalar_evaluator.cpp	ShouldDemandResolvedCall	1	dev/src/semantic/constants/scalar_evaluator.cpp	keep
dev/src/semantic/constants/scalar_evaluator.cpp	ShouldProbeConstantInitialization	1	dev/src/semantic/constants/scalar_evaluator.cpp	keep
dev/src/semantic/constants/scalar_evaluator.cpp	TryAnalyzeConstexprLocal	1	dev/src/semantic/constants/scalar_evaluator.cpp	keep
dev/src/semantic/constants/scalar_evaluator.cpp	TryEvaluateConstexprConstructor	1	dev/src/semantic/constants/scalar_evaluator.cpp	keep
dev/src/semantic/constants/scalar_evaluator.cpp	TryEvaluateConstexprFunction	1	dev/src/semantic/constants/scalar_evaluator.cpp	keep
dev/src/semantic/constants/static_storage.cpp	EnsureStaticConstantInitializer	1	dev/src/semantic/constants/static_storage.cpp	keep
dev/src/semantic/constants/static_storage.cpp	FindMutableStaticConstantInitializer	1	dev/src/semantic/constants/static_storage.cpp	keep
dev/src/semantic/constants/static_storage.cpp	FindStaticConstantInitializer	1	dev/src/semantic/constants/static_storage.cpp	keep
dev/src/semantic/constants/static_storage.cpp	StaticConstantInitializerFact	1	dev/src/semantic/constants/static_storage.cpp	keep
dev/src/semantic/constants/static_storage.cpp	StaticConstantInitializerFact	2	dev/src/semantic/constants/static_storage.cpp	keep
dev/src/semantic/constants/static_storage.cpp	StaticConstantInitializerFact	3	dev/src/semantic/constants/static_storage.cpp	keep
dev/src/semantic/constants/wide_integer.cpp	ApplyConstantIntegralUnary	1	dev/src/semantic/constants/wide_integer.cpp	keep
dev/src/semantic/constants/wide_integer.cpp	SetFunctionalScalarCast	1	dev/src/semantic/constants/wide_integer.cpp	keep
dev/src/semantic/constants/wide_integer.cpp	TryLoadConstexprIntegralAddress	1	dev/src/semantic/constants/wide_integer.cpp	keep
dev/src/semantic/declarations/anonymous_unions.cpp	AnalyzeDeclaratorlessSimpleDeclaration	1	dev/src/semantic/declarations/anonymous_unions.cpp	keep
dev/src/semantic/declarations/anonymous_unions.cpp	DeclareAnonymousUnionObject	1	dev/src/semantic/declarations/anonymous_unions.cpp	keep
dev/src/semantic/declarations/class_scope.cpp	OpenClassDefinitionScope	1	dev/src/semantic/declarations/class_scope.cpp	keep
dev/src/semantic/declarations/declarations.cpp	AdaptMemberFunctionType	1	R6:declarations-object_model-lifetime	review
dev/src/semantic/declarations/declarations.cpp	AnalyzeBitField	1	R6:declarations-object_model-lifetime	review
dev/src/semantic/declarations/declarations.cpp	AnalyzeClass	1	R6:declarations-object_model-lifetime	review
dev/src/semantic/declarations/declarations.cpp	AnalyzeClassMember	1	R6:declarations-object_model-lifetime	review
dev/src/semantic/declarations/declarations.cpp	AnalyzeSpecialMember	1	R6:declarations-object_model-lifetime	review
dev/src/semantic/declarations/declarations.cpp	AnalyzeUsing	1	R6:declarations-object_model-lifetime	review
dev/src/semantic/declarations/declarations.cpp	BuildDeclarator	1	R6:declarations-object_model-lifetime	review
dev/src/semantic/declarations/declarations.cpp	BuildParameters	1	R6:declarations-object_model-lifetime	review
dev/src/semantic/declarations/declarations.cpp	BuildSpecifiers	1	R6:declarations-object_model-lifetime	review
dev/src/semantic/declarations/declarations.cpp	BuildTypeId	1	R6:declarations-object_model-lifetime	review
dev/src/semantic/declarations/declarations.cpp	CollectClassDirectBases	1	R6:declarations-object_model-lifetime	review
dev/src/semantic/declarations/declarations.cpp	CompleteClassDefinition	1	R6:declarations-object_model-lifetime	review
dev/src/semantic/declarations/declarations.cpp	CompleteClassLayout	1	R6:declarations-object_model-lifetime	review
dev/src/semantic/declarations/declarations.cpp	CompleteClassMemberDestructionFacts	1	R6:declarations-object_model-lifetime	review
dev/src/semantic/declarations/declarations.cpp	ConstructorCandidates	1	R6:declarations-object_model-lifetime	review
dev/src/semantic/declarations/declarations.cpp	DeclaratorName	1	R6:declarations-object_model-lifetime	review
dev/src/semantic/declarations/declarations.cpp	DeclaratorNamePath	1	R6:declarations-object_model-lifetime	review
dev/src/semantic/declarations/declarations.cpp	DeclaratorNameStructure	1	R6:declarations-object_model-lifetime	review
dev/src/semantic/declarations/declarations.cpp	DeclareFunction	1	R6:declarations-object_model-lifetime	review
dev/src/semantic/declarations/declarations.cpp	DemandFunction	1	R6:declarations-object_model-lifetime	review
dev/src/semantic/declarations/declarations.cpp	DemandVtableFunction	1	R6:declarations-object_model-lifetime	review
dev/src/semantic/declarations/declarations.cpp	DestructedEntity	1	R6:declarations-object_model-lifetime	review
dev/src/semantic/declarations/declarations.cpp	DestructorForType	1	R6:declarations-object_model-lifetime	review
dev/src/semantic/declarations/declarations.cpp	EmitDemandedFunction	1	R6:declarations-object_model-lifetime	review
dev/src/semantic/declarations/declarations.cpp	EnsureDestructorBaseEntry	1	R6:declarations-object_model-lifetime	review
dev/src/semantic/declarations/declarations.cpp	EnsureImplicitDestructor	1	R6:declarations-object_model-lifetime	review
dev/src/semantic/declarations/declarations.cpp	GetFunction	1	R6:declarations-object_model-lifetime	review
dev/src/semantic/declarations/declarations.cpp	GetMutableFunction	1	R6:declarations-object_model-lifetime	review
dev/src/semantic/declarations/declarations.cpp	InitializeImplicitBaseConstructorFacts	1	R6:declarations-object_model-lifetime	review
dev/src/semantic/declarations/declarations.cpp	PublishUsingAccess	1	R6:declarations-object_model-lifetime	review
dev/src/semantic/declarations/declarations.cpp	PublishVariableDeclarationFacts	1	R6:declarations-object_model-lifetime	review
dev/src/semantic/declarations/declarations.cpp	ValidateFunctionRefQualifier	1	R6:declarations-object_model-lifetime	review
dev/src/semantic/declarations/declarations.cpp	ValidateNonmemberOperator	1	R6:declarations-object_model-lifetime	review
dev/src/semantic/declarations/declarator_types.cpp	BindDeclaratorImplicitObject	1	dev/src/semantic/declarations/declarator_types.cpp	keep
dev/src/semantic/declarations/declarator_types.cpp	BuildArrayDeclaratorType	1	dev/src/semantic/declarations/declarator_types.cpp	keep
dev/src/semantic/declarations/declarator_types.cpp	BuildBitIntSpecifierType	1	dev/src/semantic/declarations/declarator_types.cpp	keep
dev/src/semantic/declarations/declarator_types.cpp	BuildIdentityOnlySpecifiers	1	dev/src/semantic/declarations/declarator_types.cpp	keep
dev/src/semantic/declarations/declarator_types.cpp	BuildIdentityOnlyTypeId	1	dev/src/semantic/declarations/declarator_types.cpp	keep
dev/src/semantic/declarations/declarator_types.cpp	EntityOf	1	dev/src/semantic/declarations/declarator_types.cpp	keep
dev/src/semantic/declarations/declarator_types.cpp	HasDeclSpecifier	1	dev/src/semantic/declarations/declarator_types.cpp	keep
dev/src/semantic/declarations/declarator_types.cpp	IsCallableDeclaration	1	dev/src/semantic/declarations/declarator_types.cpp	keep
dev/src/semantic/declarations/enums.cpp	AnalyzeEnum	1	dev/src/semantic/declarations/enums.cpp	keep
dev/src/semantic/declarations/friends.cpp	AnalyzeFriendClass	1	dev/src/semantic/declarations/friends.cpp	keep
dev/src/semantic/declarations/friends.cpp	AnalyzeFriendFunction	1	dev/src/semantic/declarations/friends.cpp	keep
dev/src/semantic/declarations/functions.cpp	AnalyzeSimpleFunctionDeclaration	1	dev/src/semantic/declarations/functions.cpp	keep
dev/src/semantic/declarations/functions.cpp	QueueFunctionDefinitionValidation	1	dev/src/semantic/declarations/functions.cpp	keep
dev/src/semantic/declarations/names.cpp	BuildClassDeclarationNamePath	1	dev/src/semantic/declarations/names.cpp	keep
dev/src/semantic/declarations/names.cpp	BuildEnumDeclarationNamePath	1	dev/src/semantic/declarations/names.cpp	keep
dev/src/semantic/expressions/calls.cpp	AnalyzeAtomicOrderArgument	1	dev/src/semantic/expressions/calls.cpp	keep
dev/src/semantic/expressions/calls.cpp	AnalyzeBuiltinCall	1	dev/src/semantic/expressions/calls.cpp	keep
dev/src/semantic/expressions/calls.cpp	AnalyzeBuiltinInvoke	1	dev/src/semantic/expressions/calls.cpp	keep
dev/src/semantic/expressions/calls.cpp	AnalyzeDirectMemberCall	1	dev/src/semantic/expressions/calls.cpp	keep
dev/src/semantic/expressions/calls.cpp	AnalyzeExplicitDestructorCall	1	dev/src/semantic/expressions/calls.cpp	keep
dev/src/semantic/expressions/calls.cpp	AnalyzeMember	1	dev/src/semantic/expressions/calls.cpp	keep
dev/src/semantic/expressions/calls.cpp	AppendFunctionSet	1	dev/src/semantic/expressions/calls.cpp	keep
dev/src/semantic/expressions/calls.cpp	ArrayElementCv	1	dev/src/semantic/expressions/calls.cpp	keep
dev/src/semantic/expressions/calls.cpp	AtomicPointerValueType	1	dev/src/semantic/expressions/calls.cpp	keep
